algo, mean_error, std_error, mean_time, std_time
autoPrice30, 0.006272, 0.006483, 0.000573, 0.000088
boston30, 0.021261, 0.011709, 0.000635, 0.000109
diabetes20, 0.046883, 0.026328, 0.017143, 0.011452
strikes30, 0.017906, 0.016648, 0.005973, 0.003897
