algo, mean_error, std_error, mean_time, std_time
autoPrice30, 0.000000, 0.000000, 57.949827, 62.420894
boston30, 0.000000, 0.000000, 20.357492, 16.262247
diabetes20, 0.000000, 0.000000, 3.227089, 1.123122
strikes30, 0.000000, 0.000000, 0.098383, 0.036645
