algo, mean_error, std_error, mean_time, std_time
autoPrice30, 0.029778, 0.016847, 11.987396, 16.839067
boston30, 0.024693, 0.017032, 3.316815, 1.920941
diabetes20, 0.025113, 0.015188, 1.244865, 0.491404
strikes30, 0.011139, 0.009088, 0.067959, 0.031202
