algo, mean_error, std_error, mean_time, std_time
, 0.026636, 0.008833, 1.390128, 1.367026
, 0.030596, 0.009670, 2.855851, 3.724846
mtp230, 0.003980, 0.004010, 0.056696, 0.035234
mtp260, 0.006508, 0.005161, 22.673648, 49.133368
wisconsin20, 0.026344, 0.012892, 0.840396, 1.793546
