algo, mean_error, std_error, mean_time, std_time
, 0.000000, 0.000000, 1.711365, 1.070690
, 0.000000, 0.000000, 32.381363, 50.757144
mtp230,,,,
mtp260,,,,
wisconsin20,,,,
