algo, mean_error, std_error, mean_time, std_time
, 0.029969, 0.011674, 0.623463, 0.343153
, 0.026861, 0.016107, 18.329851, 31.700452
mtp230,,,,
mtp260,,,,
wisconsin20,,,,
