algo, mean_error, std_error, mean_time, std_time
, 0.152252, 0.057591, 43.819221, 1.103238
, 0.276765, 0.053217, 11.585272, 0.399478
mtp230, 0.583109, 0.017742, 6.500300, 0.091326
mtp260, 0.701626, 0.011390, 8.548220, 0.783715
wisconsin20, 0.315889, 0.038392, 5.001373, 0.041274
