algo, mean_error, std_error, mean_time, std_time
, 0.000000, 0.000000, 1.990672, 2.015353
, 0.000000, 0.000000, 9.148865, 10.693956
mtp230, 0.000000, 0.000000, 0.076110, 0.066789
mtp260,,,,
wisconsin20, 0.000000, 0.000000, 2.282977, 4.355726
