algo, mean_error, std_error, mean_time, std_time
basic-0.000000-0,,,,
basic-0.050000-0, 0.024935, 0.010395, 25.015915, 45.112570
random-0.000000-1000000, 0.222437, 0.033231, 13.804145, 1.008653
gena-0.000000-1000, 0.299957, 0.061003, 148.781459, 0.910857
heuristic-0.000000-0,,,,
heuristic-0.050000-0, 0.023727, 0.015325, 19.340588, 44.132343
heuristic-0.150000-0, 0.060067, 0.029708, 6.019717, 12.205610
