algo, mean_error, std_error, mean_time, std_time
basic-0.000000-0,,,,
basic-0.050000-0,,,,
random-0.000000-1000000, 0.670830, 0.015404, 155.165447, 3.822125
gena-0.000000-1000, 0.701626, 0.011390, 8.548220, 0.783715
heuristic-0.000000-0,,,,
heuristic-0.050000-0, 0.006508, 0.005161, 22.673648, 49.133368
heuristic-0.150000-0, 0.006977, 0.005432, 5.877767, 8.640102
