algo, mean_error, std_error, mean_time, std_time
basic-0.000000-0,,,,
basic-0.050000-0,,,,
random-0.000000-1000000, 0.589869, 0.015161, 128.167539, 2.046514
gena-0.000000-1000, 0.583109, 0.017742, 6.500300, 0.091326
heuristic-0.000000-0, 0.000000, 0.000000, 0.076110, 0.066789
heuristic-0.050000-0, 0.003980, 0.004010, 0.056696, 0.035234
heuristic-0.150000-0, 0.004274, 0.003958, 0.046194, 0.027081
