algo, mean_error, std_error, mean_time, std_time
basic-0.000000-0, 0.000000, 0.000000, 1.711365, 1.070690
basic-0.050000-0, 0.029969, 0.011674, 0.623463, 0.343153
random-0.000000-1000000, 0.136484, 0.019616, 12.928009, 0.189869
gena-0.000000-1000, 0.152252, 0.057591, 43.819221, 1.103238
heuristic-0.000000-0, 0.000000, 0.000000, 1.990672, 2.015353
heuristic-0.050000-0, 0.026636, 0.008833, 1.390128, 1.367026
heuristic-0.150000-0, 0.065124, 0.029673, 0.840166, 0.775042
