iris
1.00, 0.062000, 0.004269
0.80, 0.058000, 0.011175
0.50, 0.058000, 0.007333
0.20, 0.043333, 0.013081

leter
1.00, 0.380666, 0.042748
0.80, 0.389486, 0.067506
0.50, 0.307254, 0.038514
0.20, 0.236332, 0.027362

gina-agnostic
1.00, 0.150862, 0.011159
0.80, 0.164933, 0.038520
0.50, 0.134110, 0.006280
0.20, 0.135265, 0.018445
