1.00, 0.089333, 0.081932
0.80, 0.060000, 0.009428
0.50, 0.057333, 0.010832
0.20, 0.052667, 0.010520

1.00, 0.800797, 0.062761
0.80, 0.781166, 0.071071
0.50, 0.699210, 0.080615
0.20, 0.530092, 0.076797

1.00, 0.233934, 0.028726
0.80, 0.219950, 0.023534
0.50, 0.200864, 0.028685
0.20, 0.160436, 0.016719
