algo, mean_error, std_error, mean_time, std_time
autoPrice30, 0.006581, 0.007205, 0.000536, 0.000042
boston100, 0.029550, 0.008389, 0.003178, 0.000734
boston30, 0.020847, 0.006420, 0.000701, 0.000086
diabetes20, 0.029877, 0.015639, 0.016833, 0.009487
diabetes50, 0.046466, 0.005061, 0.778652, 0.580679
strikes100, 0.004005, 0.004283, 0.048383, 0.033821
strikes30, 0.007178, 0.000985, 0.007958, 0.004885
wisconsin30,,,,
