algo, mean_error, std_error, mean_time, std_time
autoPrice30, 0.000000, 0.000000, 0.004831, 0.001044
boston100, 0.000000, 0.000000, 0.897034, 1.062965
boston30, 0.000000, 0.000000, 0.007351, 0.007416
diabetes20, 0.000000, 0.000000, 0.131645, 0.069101
diabetes50,,,,
strikes100, 0.000000, 0.000000, 0.084377, 0.063121
strikes30, 0.000000, 0.000000, 0.011679, 0.005501
wisconsin30,,,,
