algo, mean_error, std_error, mean_time, std_time
basic-0.000000-0, 0.000000, 0.000000, 0.098383, 0.036645
basic-0.050000-0, 0.011139, 0.009088, 0.067959, 0.031202
random-0.000000-1000000, 0.102833, 0.044387, 11.112021, 0.059141
gena-0.000000-1000, 0.186927, 0.089698, 10.616259, 0.145918
heuristic-0.000000-0, 0.000000, 0.000000, 0.009249, 0.005754
heuristic-0.050000-0, 0.008594, 0.006355, 0.007445, 0.004899
heuristic-0.150000-0, 0.017906, 0.016648, 0.005973, 0.003897
