algo, mean_error, std_error, mean_time, std_time
house-8H20, 0.057179, 0.027720, 14.402065, 17.024154
house-16H20, 0.060067, 0.029708, 6.019717, 12.205610
kin8nm30, 0.037142, 0.021413, 11.029933, 9.846408
