algo, mean_error, std_error, mean_time, std_time
house-8H20, 0.143157, 0.023289, 13.768950, 0.223564
house-16H20, 0.222437, 0.033231, 13.804145, 1.008653
kin8nm30, 0.097267, 0.014661, 33.255218, 0.258739
