algo, mean_error, std_error, mean_time, std_time
boston100, 0.184047, 0.023775, 15.929969, 0.181727
diabetes50, 0.153562, 0.013418, 10.301802, 0.083907
strikes100, 0.160181, 0.054168, 38.128002, 0.337544
