algo, mean_error, std_error, mean_time, std_time
boston100, 0.019905, 0.009886, 0.003682, 0.002504
diabetes50, 0.046112, 0.019436, 0.664348, 0.361706
strikes100, 0.008518, 0.014495, 0.069587, 0.072212
