algo, mean_error, std_error, mean_time, std_time
boston100, 0.017051, 0.008302, 0.018863, 0.016341
diabetes50, 0.020203, 0.013642, 4.316425, 1.896434
strikes100, 0.006459, 0.008667, 0.102903, 0.106541
